Hash,vendorPartNo,imageName,TRSku,PUSku,category,model,description,unitPrice,TRQty,PUQty,ImageURL
11018-001-08,11018-001-08,11018-001-8,955596,855596,GLOVES,RIDECAMP,RIDECAMP GLV BLK WSM,14.7,42,436,https://3366283.app.netsuite.com/core/media/media.nl?id=127620&c=3366283&h=568e380414bfb88ba6a1
11018-001-09,11018-001-09,11018-001-9,955597,855597,GLOVES,RIDECAMP,RIDECAMP GLV BLK WMD,14.7,41,563,https://3366283.app.netsuite.com/core/media/media.nl?id=127620&c=3366283&h=568e380414bfb88ba6a1
11018-001-10,11018-001-10,11018-001-10,955598,855598,GLOVES,RIDECAMP,RIDECAMP GLV BLK WLG,14.7,30,651,https://3366283.app.netsuite.com/core/media/media.nl?id=127620&c=3366283&h=568e380414bfb88ba6a1
11018-001-11,11018-001-11,11018-001-11,955599,855599,GLOVES,RIDECAMP,RIDECAMP GLV BLK WXL,14.7,16,837,https://3366283.app.netsuite.com/core/media/media.nl?id=127620&c=3366283&h=568e380414bfb88ba6a1
11018-002-08,11018-002-08,11018-002-8,955600,855600,GLOVES,RIDECAMP,RIDECAMP GLV BLU WSM,14.7,27,861,https://3366283.app.netsuite.com/core/media/media.nl?id=127676&c=3366283&h=96a5eab9d73ecacd3597
11018-002-09,11018-002-09,11018-002-9,955601,855601,GLOVES,RIDECAMP,RIDECAMP GLV BLU WMD,14.7,20,865,https://3366283.app.netsuite.com/core/media/media.nl?id=127676&c=3366283&h=96a5eab9d73ecacd3597
11018-002-10,11018-002-10,11018-002-10,955602,855602,GLOVES,RIDECAMP,RIDECAMP GLV BLU WLG,14.7,30,953,https://3366283.app.netsuite.com/core/media/media.nl?id=127676&c=3366283&h=96a5eab9d73ecacd3597
11018-002-11,11018-002-11,11018-002-11,955603,855603,GLOVES,RIDECAMP,RIDECAMP GLV BLU WXL,14.7,30,945,https://3366283.app.netsuite.com/core/media/media.nl?id=127676&c=3366283&h=96a5eab9d73ecacd3597
11018-060-08,11018-060-08,11018-060-8,955604,855604,GLOVES,RIDECAMP,RIDECAMP GLV BRICK WSM,14.7,41,202,https://3366283.app.netsuite.com/core/media/media.nl?id=127765&c=3366283&h=1f50ecdc209273b4fa47
11018-060-09,11018-060-09,11018-060-9,955605,855605,GLOVES,RIDECAMP,RIDECAMP GLV BRICK WMD,14.7,31,96,https://3366283.app.netsuite.com/core/media/media.nl?id=127765&c=3366283&h=1f50ecdc209273b4fa47
11018-060-10,11018-060-10,11018-060-10,955606,855606,GLOVES,RIDECAMP,RIDECAMP GLV BRICK WLG,14.7,26,681,https://3366283.app.netsuite.com/core/media/media.nl?id=127765&c=3366283&h=1f50ecdc209273b4fa47
11018-060-11,11018-060-11,11018-060-11,955607,855607,GLOVES,RIDECAMP,RIDECAMP GLV BRICK WXL,14.7,32,731,https://3366283.app.netsuite.com/core/media/media.nl?id=127765&c=3366283&h=1f50ecdc209273b4fa47
20011-001-17,20011-001-17,20011-001-17,951313,851313,CASUAL,HATS,OG HAT BLK SM/MD,14.4,16,249,https://3366283.app.netsuite.com/core/media/media.nl?id=128126&c=3366283&h=bd6ed00310f46fcc81bc
20011-001-18,20011-001-18,20011-001-18,951314,851314,CASUAL,HATS,OG HAT BLK LG/XL,14.4,16,627,https://3366283.app.netsuite.com/core/media/media.nl?id=128126&c=3366283&h=bd6ed00310f46fcc81bc
20015-052-00,20015-052-00,20015-052-0,956304,856304,CASUAL,HATS,ESSENTIAL HAT CHAR YTH,14.4,2,253,https://3366283.app.netsuite.com/core/media/media.nl?id=127501&c=3366283&h=e45d7ca55e4979c131c0
20021-064-01,20021-064-01,20021-064-1,955668,855668,CASUAL,HATS,MACHINE HAT CAMO,15.6,90,166,https://3366283.app.netsuite.com/core/media/media.nl?id=128323&c=3366283&h=3b3c7660fc14ef734ec4
20037-001-17,20037-001-17,20037-001-17,951785,851785,CASUAL,HATS,CLASSIC HAT BLK SM/MD,14.4,30,599,https://3366283.app.netsuite.com/core/media/media.nl?id=127592&c=3366283&h=e3956328dc6d5288b676
20037-001-18,20037-001-18,20037-001-18,951786,851786,CASUAL,HATS,CLASSIC HAT BLK LG/XL,14.4,39,735,https://3366283.app.netsuite.com/core/media/media.nl?id=127592&c=3366283&h=e3956328dc6d5288b676
20040-001-17,20040-001-17,20040-001-17,951787,851787,CASUAL,HATS,ESSENTIAL HAT BLK SM/MD,14.4,12,146,https://3366283.app.netsuite.com/core/media/media.nl?id=128697&c=3366283&h=b810e8064bfe2988e9e3
20040-001-18,20040-001-18,20040-001-18,951788,851788,CASUAL,HATS,ESSENTIAL HAT BLK LG/XL,14.4,26,837,https://3366283.app.netsuite.com/core/media/media.nl?id=128697&c=3366283&h=b810e8064bfe2988e9e3
20040-003-17,20040-003-17,20040-003-17,952330,852330,CASUAL,HATS,ESSENTIAL FLXFIT HAT RED SM/MD,14.4,6,273,https://3366283.app.netsuite.com/core/media/media.nl?id=127519&c=3366283&h=8340391b1fe96bfb9586
20040-003-18,20040-003-18,20040-003-18,952331,852331,CASUAL,HATS,ESSENTIAL FLXFIT HAT RED LG/XL,14.4,10,241,https://3366283.app.netsuite.com/core/media/media.nl?id=127519&c=3366283&h=8340391b1fe96bfb9586
20040-015-17,20040-015-17,20040-015-17,952332,852332,CASUAL,HATS,ESSENTIAL FLXFIT HAT NAV SM/MD,14.4,7,204,https://3366283.app.netsuite.com/core/media/media.nl?id=127606&c=3366283&h=ef3d9883560dc2bb34b1
20040-015-18,20040-015-18,20040-015-18,952333,852333,CASUAL,HATS,ESSENTIAL FLXFIT HAT NAV LG/XL,14.4,6,110,https://3366283.app.netsuite.com/core/media/media.nl?id=127606&c=3366283&h=ef3d9883560dc2bb34b1
20050-001-00,20050-001-00,20050-001-0,952351,852351,CASUAL,HATS,CORNERSTONE TRKR HAT BLK YTH,14.4,113,362,https://3366283.app.netsuite.com/core/media/media.nl?id=128105&c=3366283&h=a96a05db971315e512a7
20050-015-00,20050-015-00,20050-015-0,955991,855991,CASUAL,HATS,CORNERSTONE SNPBK HAT NVY YTH,14.4,0,264,https://3366283.app.netsuite.com/core/media/media.nl?id=128146&c=3366283&h=6f7c56985928d36f7ce7
20050-015-01,20050-015-01,20050-015-1,955980,855980,CASUAL,HATS,CORNERSTONE SNPBK HAT NVY,14.4,28,773,https://3366283.app.netsuite.com/core/media/media.nl?id=128146&c=3366283&h=6f7c56985928d36f7ce7
20050-188-01,20050-188-01,20050-188-1,955669,855669,CASUAL,HATS,CORNERSTONE HAT GRY HTHR,14.4,0,348,https://3366283.app.netsuite.com/core/media/media.nl?id=100463&c=3366283&h=84d04523f2aeb3c49d0a
20050-245-01,20050-245-01,20050-245-1,956513,856513,CASUAL,HATS,CORNERSTONE HAT STEEL,14.4,35,624,https://3366283.app.netsuite.com/core/media/media.nl?id=161379&c=3366283&h=mFSSFl2WCrTb3ak5kWjNaWvljCi2nfW8mVa7ibSI1mXH5Z4s
20064-000-01,20064-000-01,20064-000-1,956514,856514,CASUAL,HATS,ENTERPRISE HAT WHT,19.2,49,638,https://3366283.app.netsuite.com/core/media/media.nl?id=161527&c=3366283&h=hn9Bp7Xh9rSkVdT4BMQ7kd52NfwofftOsAqM2SsS3pBXYR7l
20064-002-01,20064-002-01,20064-002-1,956284,856284,CASUAL,HATS,ENTERPISE HAT BLU,19.2,46,619,https://3366283.app.netsuite.com/core/media/media.nl?id=128792&c=3366283&h=132023b5276d6f648efc
20064-021-01,20064-021-01,20064-021-1,955981,855981,CASUAL,HATS,ENTERPRISE SNPBK HAT WARM GRY,19.2,20,1,https://3366283.app.netsuite.com/core/media/media.nl?id=128264&c=3366283&h=873a2044ac5afea850e4
20064-052-01,20064-052-01,20064-052-1,956283,856283,CASUAL,HATS,ENTERPISE HAT CHAR,19.2,42,66,https://3366283.app.netsuite.com/core/media/media.nl?id=127517&c=3366283&h=f661e3d840839fb818a7
20064-404-01,20064-404-01,20064-404-1,956515,856515,CASUAL,HATS,ENTERPRISE HAT VAPOR,19.2,43,337,https://3366283.app.netsuite.com/core/media/media.nl?id=161792&c=3366283&h=DPgkGP5UpRWFB074KJdaqixlias9Cfn-Z9bTofyy_JrGtkIb
20065-188-01,20065-188-01,20065-188-1,955982,855982,CASUAL,HATS,FRONTIER SNPBK HAT GRY HTHR,17.4,0,516,https://3366283.app.netsuite.com/core/media/media.nl?id=128335&c=3366283&h=243b1ad22fb1a32e4998
20067-068-00,20067-068-00,20067-068-0,955992,855992,CASUAL,HATS,QUEST TRUCKER HAT BRICK YTH,14.4,0,743,https://3366283.app.netsuite.com/core/media/media.nl?id=128044&c=3366283&h=700ce939984ce03ad687
20067-068-01,20067-068-01,20067-068-1,955983,855983,CASUAL,HATS,QUEST TRUCKER HAT BRICK,14.4,0,134,https://3366283.app.netsuite.com/core/media/media.nl?id=128044&c=3366283&h=700ce939984ce03ad687
20068-052-17,20068-052-17,20068-052-17,955984,855984,CASUAL,HATS,GENERATION XFIT HAT CHAR S/M,19.2,8,988,https://3366283.app.netsuite.com/core/media/media.nl?id=128419&c=3366283&h=548b3e27ceabf5f95f32
20068-052-18,20068-052-18,20068-052-18,955985,855985,CASUAL,HATS,GENERATION XFIT HAT CHAR L/XL,19.2,1,669,https://3366283.app.netsuite.com/core/media/media.nl?id=128419&c=3366283&h=548b3e27ceabf5f95f32
20070-015-01,20070-015-01,20070-015-1,955986,855986,CASUAL,HATS,CORNERSTONE XFIT SNPBK HAT NVY,14.4,19,587,https://3366283.app.netsuite.com/core/media/media.nl?id=127508&c=3366283&h=a0289865e595a4c97cd4
20070-023-01,20070-023-01,20070-023-1,956516,856516,CASUAL,HATS,CORNERSTONE HAT LT GRY,14.4,45,913,https://3366283.app.netsuite.com/core/media/media.nl?id=161286&c=3366283&h=JXDEBYMUy7QuioMEkyCMyNna9y7lqltbe2Tw8XJejCGJT9St
20073-007-00,20073-007-00,20073-007-0,955674,855674,CASUAL,HATS,OSCILLATE HAT GRY YTH,14.4,0,526,https://3366283.app.netsuite.com/core/media/media.nl?id=100418&c=3366283&h=433e25bbba62ef544fb0
20074-060-01,20074-060-01,20074-060-1,955670,855670,CASUAL,HATS,ROLLINS HAT BURG,16.8,0,819,https://3366283.app.netsuite.com/core/media/media.nl?id=100404&c=3366283&h=25bd040eec80f48a33ee
20075-001-01,20075-001-01,20075-001-1,955671,855671,CASUAL,HATS,PIONEER HAT BLK,15.6,1,226,https://3366283.app.netsuite.com/core/media/media.nl?id=100454&c=3366283&h=16d36182df60d1fcbd56
20076-052-01,20076-052-01,20076-052-1,955672,855672,CASUAL,HATS,INSURGENT HAT CHAR,15.6,0,378,https://3366283.app.netsuite.com/core/media/media.nl?id=100402&c=3366283&h=eb267d0e87763aa27f9b
20076-190-01,20076-190-01,20076-190-1,955673,855673,CASUAL,HATS,INSURGENT HAT FATIGUE,15.6,0,367,https://3366283.app.netsuite.com/core/media/media.nl?id=100419&c=3366283&h=a1bba1ef94d84ebed354
20077-001-01,20077-001-01,20077-001-1,956286,856286,CASUAL,HATS,OZONE HAT BLK,19.2,2,854,https://3366283.app.netsuite.com/core/media/media.nl?id=128760&c=3366283&h=2c72d4107f192e48975a
20077-003-01,20077-003-01,20077-003-1,955987,855987,CASUAL,HATS,OZONE SNPBK HAT RED,19.2,0,141,https://3366283.app.netsuite.com/core/media/media.nl?id=128086&c=3366283&h=8b7e097a593e6a498766
20078-001-01,20078-001-01,20078-001-1,955988,855988,CASUAL,HATS,JEFFERSON SNPBK HAT BLK,15.6,0,854,https://3366283.app.netsuite.com/core/media/media.nl?id=128903&c=3366283&h=3b6d781f4d2ab989ca40
20078-007-01,20078-007-01,20078-007-1,956287,856287,CASUAL,HATS,JEFFERSON HAT GRY,15.6,34,675,https://3366283.app.netsuite.com/core/media/media.nl?id=128705&c=3366283&h=a80ca4fd948e6c2726c8
20079-001-01,20079-001-01,20079-001-1,955989,855989,CASUAL,HATS,LEAGUE XFIT SNPBK HAT BLK,15.6,0,279,https://3366283.app.netsuite.com/core/media/media.nl?id=128302&c=3366283&h=bfb7a66d7d74790764fb
20079-052-01,20079-052-01,20079-052-1,955990,855990,CASUAL,HATS,LEAGUE XFIT SNPBK HAT CHAR,15.6,0,494,https://3366283.app.netsuite.com/core/media/media.nl?id=128736&c=3366283&h=3b237acb1c9d22d7a845
20080-001-01,20080-001-01,20080-001-1,956289,856289,CASUAL,HATS,GUILD HAT BLK,15.6,15,245,https://3366283.app.netsuite.com/core/media/media.nl?id=128325&c=3366283&h=10b1343c336642688cb1
20080-007-01,20080-007-01,20080-007-1,956288,856288,CASUAL,HATS,GUILD HAT GRY,15.6,0,227,https://3366283.app.netsuite.com/core/media/media.nl?id=128169&c=3366283&h=de588afde62b09b5864c
20081-003-17,20081-003-17,20081-003-17,956290,856290,CASUAL,HATS,REVOLT HAT RED SM/MD,15.6,13,632,https://3366283.app.netsuite.com/core/media/media.nl?id=128704&c=3366283&h=328dbfe8c4dec1804619
20081-003-18,20081-003-18,20081-003-18,956291,856291,CASUAL,HATS,REVOLT HAT RED LG/XL,15.6,12,307,https://3366283.app.netsuite.com/core/media/media.nl?id=128704&c=3366283&h=328dbfe8c4dec1804619
20082-064-00,20082-064-00,20082-064-0,956305,856305,CASUAL,HATS,TROOPER HAT CAMO YTH,14.4,7,608,https://3366283.app.netsuite.com/core/media/media.nl?id=127804&c=3366283&h=a6180ef6ad275bef6542
20082-064-01,20082-064-01,20082-064-1,956285,856285,CASUAL,HATS,TROOPER HAT CAMO,14.4,0,819,https://3366283.app.netsuite.com/core/media/media.nl?id=127804&c=3366283&h=a6180ef6ad275bef6542
20083-015-01,20083-015-01,20083-015-1,956713,856713,CASUAL,HATS,LOYAL HAT NVY YTH,14.4,33,842,https://3366283.app.netsuite.com/core/media/media.nl?id=161230&c=3366283&h=cnkip5JJLo97KzcUtb--t4Wz_JWlRl67WemEOdNhUxI63DDw
20084-003-01,20084-003-01,20084-003-1,956714,856714,CASUAL,HATS,SHIFT HAT RED YTH,14.4,27,821,https://3366283.app.netsuite.com/core/media/media.nl?id=161726&c=3366283&h=A031Jrx9L9nxkVOMsDUiTBp6VyRgdmBIdT-tSv-PqDYqFLiU
20086-001-17,20086-001-17,20086-001-17,956517,856517,CASUAL,HATS,CONTACT HAT BLK SM/MD,19.2,22,951,https://3366283.app.netsuite.com/core/media/media.nl?id=161136&c=3366283&h=npJ0YAaUFje3rTdCPqMsTZ4adtW4tEgYmsaWXONlndrqc9yD
20086-001-18,20086-001-18,20086-001-18,956518,856518,CASUAL,HATS,CONTACT HAT BLK LG/XL,19.2,31,735,https://3366283.app.netsuite.com/core/media/media.nl?id=161136&c=3366283&h=npJ0YAaUFje3rTdCPqMsTZ4adtW4tEgYmsaWXONlndrqc9yD
20087-003-01,20087-003-01,20087-003-1,956519,856519,CASUAL,HATS,DRIVE HAT RED,19.2,7,412,https://3366283.app.netsuite.com/core/media/media.nl?id=161541&c=3366283&h=PgxRc35OVk_z3edGsTpeO3cBzopd2bDha85MJJq_KCZTisDn
20088-001-01,20088-001-01,20088-001-1,956520,856520,CASUAL,HATS,LINCOLN HAT BLK,15.6,21,31,https://3366283.app.netsuite.com/core/media/media.nl?id=160662&c=3366283&h=JoECJG1jBEXWTQvtLSFsumhBEqyW5q2F6J91NBlz7FsXAD5B
20089-015-01,20089-015-01,20089-015-1,956521,856521,CASUAL,HATS,LOYAL HAT NVY,15.6,27,217,https://3366283.app.netsuite.com/core/media/media.nl?id=161398&c=3366283&h=SujY06jWE_qJlPnetvpEGWKT30idNODhXasmRJsHD16SG6mh
20090-001-01,20090-001-01,20090-001-1,956522,856522,CASUAL,HATS,PRENEZ HAT BLK,16.8,47,487,https://3366283.app.netsuite.com/core/media/media.nl?id=161287&c=3366283&h=AiH9PqYhAnY5rRhlI-Q--8OzHY026wb8tP35EHZh4pXBLm6c
20091-397-01,20091-397-01,20091-397-1,956523,856523,CASUAL,HATS,SELECT DAD HAT CHILI PEPPER,14.4,41,991,https://3366283.app.netsuite.com/core/media/media.nl?id=160751&c=3366283&h=mOvdD2RlENaX_hGWK44Mry9uYSLWPd05pNSRj26SqobX79UP
20092-245-17,20092-245-17,20092-245-17,956524,856524,CASUAL,HATS,SHADOW HAT STEEL SM/MD,19.2,12,473,https://3366283.app.netsuite.com/core/media/media.nl?id=161124&c=3366283&h=2ygWNidthY2bQ322fHJ8a3hWX41cJkS5rAMLdbojaD0oKNsD
20092-245-18,20092-245-18,20092-245-18,956525,856525,CASUAL,HATS,SHADOW HAT STEEL LG/XL,19.2,21,418,https://3366283.app.netsuite.com/core/media/media.nl?id=161124&c=3366283&h=2ygWNidthY2bQ322fHJ8a3hWX41cJkS5rAMLdbojaD0oKNsD
20094-015-01,20094-015-01,20094-015-1,956526,856526,CASUAL,HATS,TRANSFER HAT NVY,14.4,30,374,https://3366283.app.netsuite.com/core/media/media.nl?id=160716&c=3366283&h=Jfq4St6TxfUmsZWmbbEzGUXVJO0oVUzfskyUF75-cguB3I0l
20095-000-01,20095-000-01,20095-000-1,956398,856398,CASUAL,HATS,LE RETRO HAT WHT,15.6,66,562,https://3366283.app.netsuite.com/core/media/media.nl?id=127650&c=3366283&h=8c60fc68e00331e1a92b
20116-021-01,20116-021-01,20116-021-1,955993,855993,CASUAL,HATS,ESSENTIAL BEANIE WARM GRY,12,3,101,https://3366283.app.netsuite.com/core/media/media.nl?id=128653&c=3366283&h=c1072e562b468add6a2c
20116-353-01,20116-353-01,20116-353-1,955994,855994,CASUAL,HATS,ESSENTIAL BEANIE BLK STLGRY,12,0,700,https://3366283.app.netsuite.com/core/media/media.nl?id=113704&c=3366283&h=499e563ef1bb2c8abdc7
20116-426-01,20116-426-01,20116-426-1,956497,856497,CASUAL,HATS,ESSENTIAL BEANIE BLKBLK,12,43,356,https://3366283.app.netsuite.com/core/media/media.nl?id=161625&c=3366283&h=p3YICECEYIdzsBzDsjWpH2gQ8hKUYKM81PPQWleAbEr4oRpo
20119-213-01,20119-213-01,20119-213-1,950347,850347,CASUAL,HATS,CAPITAL BEANIE MUSTARD,12,0,968,https://3366283.app.netsuite.com/core/media/media.nl?id=65267&c=3366283&h=545cbf6fcdc9671fb34a
20121-057-01,20121-057-01,20121-057-1,955995,855995,CASUAL,HATS,MUTINY CUFF BEANIE BLKGRY,12,7,746,https://3366283.app.netsuite.com/core/media/media.nl?id=128773&c=3366283&h=dc76a3b7d13c235870e5
20122-013-01,20122-013-01,20122-013-1,956498,856498,CASUAL,HATS,RISE CUFF BEANIE BLKRED,12,50,384,https://3366283.app.netsuite.com/core/media/media.nl?id=160674&c=3366283&h=JSYJVwFWVF1hta_bvmJrd-AlKfRMKbYuAafjc4NrAuKg3614
20122-015-01,20122-015-01,20122-015-1,955997,855997,CASUAL,HATS,RISE CUFF BEANIE POMPOM NVY,12,19,953,https://3366283.app.netsuite.com/core/media/media.nl?id=127636&c=3366283&h=fed52953eadc9e0445b0
20122-057-01,20122-057-01,20122-057-1,955998,855998,CASUAL,HATS,RISE CUFF BEANIE POMPOM BLKGRY,12,8,559,https://3366283.app.netsuite.com/core/media/media.nl?id=127910&c=3366283&h=fe98590136b71010161e
20122-396-01,20122-396-01,20122-396-1,956499,856499,CASUAL,HATS,RISE CUFF BEANIE CHALK,12,39,964,https://3366283.app.netsuite.com/core/media/media.nl?id=161342&c=3366283&h=UxLfMHO9Wcigopj7B1CuR3HOzFMfKOXvog8N8r6wSHjt-w8r
20123-015-01,20123-015-01,20123-015-1,956500,856500,CASUAL,HATS,RIOT CUFF BEANIE NVY,12,39,388,https://3366283.app.netsuite.com/core/media/media.nl?id=161660&c=3366283&h=UxCpwYW5--DYvsqJYRzMqBL4n4e4lwKmpYXPfs4W6fm0NOrH
20123-399-01,20123-399-01,20123-399-1,956501,856501,CASUAL,HATS,RIOT CUFF BEANIE BRINDLE,12,27,628,https://3366283.app.netsuite.com/core/media/media.nl?id=160679&c=3366283&h=3CbuImHWLyExMsTT7U6DMSJpK9u64fM1tnRkz2HLVimK1IRW
20900-000-01,20900-000-01,20900-000-1,956203,856203,CASUAL,GEICO,GH PODIUM HAT WHT,18,109,138,https://3366283.app.netsuite.com/core/media/media.nl?id=128490&c=3366283&h=e2718542b3d640d85425
20900-011-01,20900-011-01,20900-011-1,956202,856202,CASUAL,GEICO,GH PODIUM HAT BLKWHT,18,139,766,https://3366283.app.netsuite.com/core/media/media.nl?id=128891&c=3366283&h=269f90647c11f5d89256
20904-000-01,20904-000-01,20904-000-1,955543,855543,CASUAL,GEICO,GH ECHO HAT WHT,16.8,0,94,https://3366283.app.netsuite.com/core/media/media.nl?id=100438&c=3366283&h=5181825b6986219dfe17
20905-001-01,20905-001-01,20905-001-1,955544,855544,CASUAL,GEICO,GH FOXTROT XFIT HAT BLK,16.8,0,588,https://3366283.app.netsuite.com/core/media/media.nl?id=100470&c=3366283&h=49fdcce89a4313533b86
20906-001-01,20906-001-01,20906-001-1,955542,855542,CASUAL,GEICO,GH PODIUM HAT BLK,18,1,126,https://3366283.app.netsuite.com/core/media/media.nl?id=100424&c=3366283&h=2a3498ef6fb600e71f0b
20907-011-01,20907-011-01,20907-011-1,956204,856204,CASUAL,GEICO,GH INDY TRUCKER HAT BLKWHT,16.8,60,631,https://3366283.app.netsuite.com/core/media/media.nl?id=128371&c=3366283&h=87dfe08ce31c186f1345
20908-001-17,20908-001-17,20908-001-17,956205,856205,CASUAL,GEICO,GH SPEEDWAY HAT BLK SM/MD,16.8,144,81,https://3366283.app.netsuite.com/core/media/media.nl?id=128885&c=3366283&h=131d809056f28205400c
20908-001-18,20908-001-18,20908-001-18,956206,856206,CASUAL,GEICO,GH SPEEDWAY HAT BLK LG/XL,16.8,84,467,https://3366283.app.netsuite.com/core/media/media.nl?id=128885&c=3366283&h=131d809056f28205400c
20992-001-01,20992-001-01,20992-001-1,955545,855545,CASUAL,GEICO,GH ALTITUDE BEANIE BLK,15,37,726,https://3366283.app.netsuite.com/core/media/media.nl?id=100413&c=3366283&h=ee89edf1daa9b2898d2f
20993-001-01,20993-001-01,20993-001-1,956207,856207,CASUAL,GEICO,GH FARRAN BEANIE BLK,15,100,671,https://3366283.app.netsuite.com/core/media/media.nl?id=128875&c=3366283&h=2c5b2b09de0a2ac9ba7d
24003-000-17,24003-000-17,24003-000-17,951815,851815,CASUAL,SOCKS,TERRAIN SOCKS WHT SM/MD,7.2,4,429,https://3366283.app.netsuite.com/core/media/media.nl?id=128758&c=3366283&h=26af9ba0dd9bc7a2653d
24003-000-18,24003-000-18,24003-000-18,951816,851816,CASUAL,SOCKS,TERRAIN SOCKS WHT LG/XL,7.2,9,509,https://3366283.app.netsuite.com/core/media/media.nl?id=128758&c=3366283&h=26af9ba0dd9bc7a2653d
24003-001-17,24003-001-17,24003-001-17,951817,851817,CASUAL,SOCKS,TERRAIN SOCKS BLK SM/MD,7.2,10,165,https://3366283.app.netsuite.com/core/media/media.nl?id=127599&c=3366283&h=e01dc499d4c57cb70d74
24003-001-18,24003-001-18,24003-001-18,951818,851818,CASUAL,SOCKS,TERRAIN SOCKS BLK LG/XL,7.2,0,749,https://3366283.app.netsuite.com/core/media/media.nl?id=127599&c=3366283&h=e01dc499d4c57cb70d74
24005-000-17,24005-000-17,24005-000-17,952090,852090,CASUAL,SOCKS,FLOW SOCKS WHT SM/MD,7.2,2,358,https://3366283.app.netsuite.com/core/media/media.nl?id=127708&c=3366283&h=b1cd1221c992a9126750
24005-000-18,24005-000-18,24005-000-18,952091,852091,CASUAL,SOCKS,FLOW SOCKS WHT LG/XL,7.2,0,937,https://3366283.app.netsuite.com/core/media/media.nl?id=127708&c=3366283&h=b1cd1221c992a9126750
24005-001-17,24005-001-17,24005-001-17,952092,852092,CASUAL,SOCKS,FLOW SOCKS BLK SM/MD,7.2,0,89,https://3366283.app.netsuite.com/core/media/media.nl?id=127527&c=3366283&h=e0d44262a69a8ef2ac2b
24005-001-18,24005-001-18,24005-001-18,952093,852093,CASUAL,SOCKS,FLOW SOCKS BLK LG/XL,7.2,8,934,https://3366283.app.netsuite.com/core/media/media.nl?id=127527&c=3366283&h=e0d44262a69a8ef2ac2b
24006-015-17,24006-015-17,24006-015-17,955675,855675,CASUAL,SOCKS,RYTHYM SOCKS NVY S/M,10.2,2,328,https://3366283.app.netsuite.com/core/media/media.nl?id=100412&c=3366283&h=89ad3b1f36e0ba516d13
24006-015-18,24006-015-18,24006-015-18,955676,855676,CASUAL,SOCKS,RYTHYM SOCKS NVY L/XL,10.2,0,652,https://3366283.app.netsuite.com/core/media/media.nl?id=100412&c=3366283&h=89ad3b1f36e0ba516d13
24006-021-17,24006-021-17,24006-021-17,956322,856322,CASUAL,SOCKS,RYTHYM SOCKS WM GRY SM/MD,10.2,12,447,https://3366283.app.netsuite.com/core/media/media.nl?id=128356&c=3366283&h=19aae224be61aafa3248
24006-021-18,24006-021-18,24006-021-18,956323,856323,CASUAL,SOCKS,RYTHYM SOCKS WM GRY LG/XL,10.2,23,141,https://3366283.app.netsuite.com/core/media/media.nl?id=128356&c=3366283&h=19aae224be61aafa3248
24006-023-17,24006-023-17,24006-023-17,956320,856320,CASUAL,SOCKS,RYTHYM SOCKS LT GRY SM/MD,10.2,11,185,https://3366283.app.netsuite.com/core/media/media.nl?id=128507&c=3366283&h=be42db278742d2bfee78
24006-023-18,24006-023-18,24006-023-18,956321,856321,CASUAL,SOCKS,RYTHYM SOCKS LT GRY LG/XL,10.2,17,932,https://3366283.app.netsuite.com/core/media/media.nl?id=128507&c=3366283&h=be42db278742d2bfee78
24006-052-17,24006-052-17,24006-052-17,950453,850453,CASUAL,SOCKS,RYTHYM SOCKS CHAR HTHR SM/MD,10.2,16,262,https://3366283.app.netsuite.com/core/media/media.nl?id=128092&c=3366283&h=43854bd53fe4bf8c9a16
24006-052-18,24006-052-18,24006-052-18,950454,850454,CASUAL,SOCKS,RYTHYM SOCKS CHAR HTHR LG/XL,10.2,1,657,https://3366283.app.netsuite.com/core/media/media.nl?id=128092&c=3366283&h=43854bd53fe4bf8c9a16
24006-068-17,24006-068-17,24006-068-17,955677,855677,CASUAL,SOCKS,RYTHYM SOCKS BRICK S/M,10.2,4,23,https://3366283.app.netsuite.com/core/media/media.nl?id=100416&c=3366283&h=ef83448c5d8138e9d82d
24006-068-18,24006-068-18,24006-068-18,955678,855678,CASUAL,MOTO SOCKS,RYTHYM SOCKS BRICK L/XLM,10.2,11,159,https://3366283.app.netsuite.com/core/media/media.nl?id=100416&c=3366283&h=ef83448c5d8138e9d82d
24006-190-17,24006-190-17,24006-190-17,955679,855679,CASUAL,SOCKS,RYTHYM SOCKS FATIGUE S/M,10.2,0,289,https://3366283.app.netsuite.com/core/media/media.nl?id=100405&c=3366283&h=1a7a670fc31137c9407a
24006-190-18,24006-190-18,24006-190-18,955680,855680,CASUAL,SOCKS,RYTHYM SOCKS FATIGUE L/XL,10.2,2,541,https://3366283.app.netsuite.com/core/media/media.nl?id=100405&c=3366283&h=1a7a670fc31137c9407a
24006-323-17,24006-323-17,24006-323-17,956324,856324,CASUAL,SOCKS,RYTHYM SOCKS BLKBRZ SM/MD,10.2,14,251,https://3366283.app.netsuite.com/core/media/media.nl?id=127656&c=3366283&h=b7d352f353c5a051d6d3
24006-323-18,24006-323-18,24006-323-18,956325,856325,CASUAL,SOCKS,RYTHYM SOCKS BLKBRZ LG/XL,10.2,14,597,https://3366283.app.netsuite.com/core/media/media.nl?id=127656&c=3366283&h=b7d352f353c5a051d6d3
24006-362-17,24006-362-17,24006-362-17,956326,856326,CASUAL,SOCKS,RYTHYM SOCKS TAUPE SM/MD,10.2,7,469,https://3366283.app.netsuite.com/core/media/media.nl?id=128809&c=3366283&h=db3b069befc1e60d967d
